Entrez Gene IDs	RSCE_10_BC2CTUACXX_AGTTCC_L006_R1.bam	RSCE_12_BC2CTUACXX_TGACCA_L005_R1.bam	RSCE_14_BC2CTUACXX_GTCCGC_L003_R1.bam	RSCE_16_BC2CTUACXX_AGTTCC_L004_R1.bam	RSCE_18_BC2CTUACXX_CAGATC_L003_R1.bam	RSCE_20_BC2CTUACXX_GTGAAA_L005_R1.bam	RSCE_2_BC2CTUACXX_CGATGT_L007_R1.bam	RSCE_4_BC2CTUACXX_TGACCA_L006_R1.bam	RSCE_6_BC2CTUACXX_CTTGTA_L005_R1.bam	RSCE_8_BC2CTUACXX_CCGTCC_L007_R1.bam
100132529	3	1	1	2	0	0	1	1	2	2
100132565	1	1	8	19	0	1	0	2	2	0
100132581	0	0	0	0	0	0	0	0	0	0
100132596	0	0	0	0	0	1	0	0	0	0
100132618	0	0	0	0	0	0	1	0	0	0
100132625	19	21	9	12	3	5	12	18	20	15
100132653	0	0	0	0	0	0	0	0	0	0
100132705	0	0	0	0	2	1	1	1	1	1
100132707	49	41	59	87	4	9	30	27	123	124
100132708	0	0	0	0	1	0	0	0	0	0
100132713	0	0	0	0	0	0	0	0	0	0
100132724	119	108	54	106	170	191	135	120	81	90
100132726	17	14	12	10	45	46	18	15	22	22
100132733	2	2	0	0	10	16	22	9	4	8
100132738	0	0	0	0	1	1	0	0	0	0
100132741	0	0	0	0	0	0	0	0	0	0
100132774	40	40	6	8	41	29	21	17	31	31
100132781	1	0	0	0	0	0	0	1	1	0
100132813	0	0	1	4	0	0	0	0	0	1
100132815	214	187	55	63	13	11	60	40	373	403
100132831	9	8	3	10	2	4	8	5	6	10
100132832	7	7	13	24	2	6	21	25	8	6
100132858	0	0	3	6	0	0	0	0	1	1
100132859	0	0	1	2	0	0	0	0	1	1
100132891	0	0	27	25	412	453	78	86	4	4
100132900	0	1	1	0	7	4	5	2	1	1
100132909	26	23	57	63	11	14	24	22	46	38
100132911	0	0	0	0	1	0	0	0	0	0
100132913	352	345	259	331	283	240	203	190	368	328
100132916	0	0	0	0	1	0	0	0	0	0
100132923	4	4	5	8	2	1	1	0	5	7
100132929	23	28	2	0	0	1	3	2	8	8
100132932	0	0	0	0	0	0	1	0	0	0
100132939	0	0	0	0	0	0	0	0	0	0
100132941	0	0	0	0	0	0	0	0	0	0
100132948	24	15	18	17	32	53	9	4	124	97
100132963	0	0	0	0	1	1	0	0	0	1
100132967	4	0	0	3	0	1	0	2	3	4
100132979	0	0	8	9	1	4	1	2	3	3
100132987	0	0	0	0	0	1	1	1	0	0
100132994	0	0	0	0	0	0	0	0	0	0
100132999	1	5	3	3	11	14	0	1	2	2
100133023	0	0	0	0	0	0	0	0	0	0
100133034	3	4	51	100	0	0	0	0	4	6
100133036	2	0	0	2	0	0	6	7	1	0
100133039	20	4	12	14	12	20	12	16	23	18
100133046	0	0	0	0	0	0	0	0	0	0
100133047	0	0	0	0	1	0	0	0	0	0
100133050	1	3	1	0	0	0	0	0	1	1
100133053	0	0	0	0	0	0	0	0	0	0
100133077	0	0	0	0	0	0	0	0	0	0
100133091	21	16	7	22	29	23	11	20	31	49
100133093	2	7	0	0	2	0	0	0	0	2
100133106	0	0	3	3	1	2	0	0	0	0
100133121	1	1	0	2	1	3	0	0	5	5
100133124	0	0	0	0	0	0	1	0	0	0
100133144	9	2	3	11	4	8	6	12	4	5
100133161	82	47	63	104	57	76	40	28	99	66
100133171	24	25	3	2	1	1	21	16	3	3
100133172	0	0	4	9	0	0	0	0	0	1
100133190	74	47	103	260	116	114	42	28	163	185
100133204	2	4	1	1	1	1	4	4	4	6
100133207	0	0	0	0	0	0	0	1	0	0
100133214	0	0	0	0	0	0	1	0	0	0
100133220	0	0	1	1	0	1	0	0	1	0
100133224	0	0	7	13	1	0	16	18	18	32
100133234	18	17	5	12	19	26	9	11	15	22
100133251	0	0	0	0	0	0	0	0	0	0
100133280	0	0	0	0	0	0	0	0	0	0
100133299	58	20	23	31	11	11	10	7	21	12
100133301	0	0	0	0	1	1	0	0	0	0
100133308	0	0	0	0	0	0	0	0	0	0
100133311	0	2	1	1	1	1	0	1	0	1
100133315	50	28	26	62	34	26	38	36	33	44
100133331	5	2	6	11	3	3	2	3	7	7
100133445	0	1	12	25	0	0	0	1	0	5
100133461	0	0	0	0	0	0	0	0	0	0
100133545	0	0	0	0	0	0	0	0	0	0
100133612	1	5	1	2	5	5	1	1	5	1
100133669	1	0	5	5	5	7	2	4	8	6
100133746	0	0	0	0	0	0	0	0	0	0
100133941	7484	6441	1316	1430	12406	11191	3389	5084	3370	4601
100133957	1	2	1	6	5	3	5	3	4	4
100133985	1	0	0	1	10	5	6	0	4	3
100133991	9	23	7	12	7	1	35	42	8	14
100134229	14	31	8	11	20	28	12	15	59	53
100134259	10	7	6	9	18	14	5	11	10	21
100134317	0	0	4	6	0	0	0	0	18	11
100134361	3	0	0	1	2	1	7	2	28	23
100134368	0	0	1	3	1	1	2	5	3	3
100134391	0	0	0	0	0	0	0	0	0	0
100134713	4	7	2	4	7	10	1	2	7	7
100134868	1	0	2	4	27	31	8	11	1	1
100134869	46	35	56	94	75	66	85	74	74	44
100134934	144	110	102	172	206	264	156	147	99	133
100134938	0	0	0	0	0	0	0	0	0	0
100137047	0	0	0	0	0	0	0	0	0	0
100137049	0	0	0	0	0	0	0	0	0	0
100141515	0	0	0	0	0	0	0	0	0	0
100144596	0	0	0	0	1	2	0	0	0	0
100144597	0	0	0	0	0	0	0	0	0	0
100144602	0	0	0	0	0	0	2	2	0	0
100144603	14	12	1	2	11	17	10	8	15	13
100144604	0	0	0	0	0	1	0	1	0	1
100144748	26	26	8	9	81	64	29	20	27	21
100147744	31	22	15	15	114	82	14	10	16	16
100147773	30	26	28	26	107	119	24	13	29	25
100151643	0	0	0	0	0	0	0	0	0	0
100151683	58	54	14	23	477	442	25	28	57	52
100151684	142	102	21	15	91	75	310	191	142	133
100158262	244	214	48	72	103	99	74	79	63	27
100169750	3	5	3	8	0	0	0	0	3	1
100169751	11	3	1	3	178	88	9	2	10	2
100169752	0	0	0	0	0	0	0	0	0	0
100169753	0	0	0	0	0	0	0	0	0	0
100169754	0	0	0	0	0	0	0	0	0	0
100169755	0	0	0	0	0	0	0	0	0	0
100169756	0	0	0	0	0	0	0	0	0	0
100169757	100	33	11	5	1283	695	91	33	61	37
100169758	0	0	0	0	1	0	0	0	0	1
100169759	0	0	0	0	9	9	2	1	1	0
100169760	1	1	0	1	11	2	2	1	1	1
100169761	0	0	0	0	0	0	0	0	0	0
100169762	0	0	0	0	0	0	0	0	0	0
100169763	0	0	0	0	0	0	0	0	0	0
100169764	0	0	0	0	0	0	0	0	0	0
100169765	0	0	0	0	0	0	0	0	0	0
100169766	0	0	0	0	0	0	0	0	0	0
100169767	0	0	0	0	0	0	0	0	0	0
100169768	0	0	0	0	0	0	0	0	0	0
100169851	0	0	0	0	0	0	0	0	0	0
100169890	0	0	0	0	0	0	0	0	0	0
100169951	218	142	5	8	453	391	94	116	365	510
100169952	69	67	0	4	179	146	41	42	126	167
100169953	0	0	0	0	0	0	0	0	0	0
100169954	0	0	0	0	0	0	0	0	0	0
100169955	0	0	0	0	0	0	0	0	0	0
100169956	15	7	2	2	45	30	8	12	24	35
100169957	0	0	0	0	0	0	0	0	0	0
100169958	92	74	2	2	119	143	113	113	201	291
100169959	0	0	0	0	0	0	2	3	9	10
100170216	0	0	0	0	0	0	0	0	0	0
100170217	0	0	0	0	0	0	0	0	0	0
100170218	0	0	0	0	0	0	1	2	16	26
100170219	0	5	0	0	5	8	13	12	121	104
100170220	0	0	0	0	4	0	6	5	13	19
100170221	0	1	0	0	0	0	0	0	0	0
100170222	0	0	0	0	0	0	0	0	0	0
100170223	0	0	0	0	0	0	0	0	7	4
100170224	4	6	0	0	118	93	65	84	710	522
100170225	0	0	0	0	1	0	0	0	4	4
100170226	0	0	0	0	0	0	0	0	0	0
100170227	0	0	0	0	35	30	0	0	2	4
100170228	0	0	0	0	0	0	1	0	4	3
100170229	2	6	2	7	1	3	6	12	9	4
100170765	0	1	0	0	0	0	0	2	0	0
100170841	235	273	192	265	106	130	273	266	261	226
100170939	14	11	12	23	18	30	20	22	15	13
100187716	0	0	0	0	0	0	0	0	0	0
100188847	0	0	0	0	0	0	0	0	0	0
100188893	1397	1314	702	942	2076	2331	1123	938	1510	1317
100188917	0	0	0	0	0	1	0	0	0	0
100188947	0	0	0	0	0	2	0	2	0	0
100188949	0	0	1	0	0	0	0	1	0	0
100188953	0	0	0	0	0	0	1	0	0	0
100188954	1	0	8	14	1	0	3	1	0	2
100189589	0	0	0	0	0	0	2	0	0	1
100190938	1	0	0	0	37	52	1	0	0	0
100190939	31	28	30	51	10	7	45	42	17	15
100190940	0	0	0	0	0	0	0	0	0	0
100190949	0	0	0	0	0	0	0	0	0	0
100190986	207	115	119	240	121	127	109	134	123	69
100191040	0	0	3	1	1	1	0	0	1	1
100191063	0	0	0	0	0	0	0	0	0	0
100192204	5	4	4	12	2	8	3	4	9	6
100192378	1	0	1	1	0	0	1	0	0	1
100192379	0	0	8	5	0	1	0	0	0	0
100192386	0	0	2	0	0	1	13	38	2	0
100192420	2	4	0	0	12	8	1	2	0	1
100192426	0	0	0	0	0	0	0	1	0	0
100216001	115	154	108	207	0	0	5	1	207	178
100216479	2	0	33	11	0	1	10	11	0	0
100216545	116	89	47	62	156	137	141	110	156	127
100233156	0	0	0	0	0	0	0	0	0	0
100233209	0	0	0	0	2	0	3	2	1	0
100240726	0	0	4	3	0	0	0	0	0	0
100240734	0	0	0	0	0	0	0	0	0	0
100240735	0	0	0	0	1	0	1	0	0	0
100268168	18	9	9	19	118	148	44	48	26	36
100270710	0	0	0	0	0	0	0	0	0	0
100270746	8	10	9	10	34	32	10	17	26	14
100270804	20	20	23	13	25	18	18	15	35	23
100271702	0	0	0	0	0	0	0	0	1	0
100271715	42	26	2	3	5	5	1	6	14	18
100271722	16	8	48	37	7	9	0	0	56	44
100271831	0	0	0	0	0	0	1	0	0	0
100271832	0	0	0	0	0	0	0	0	0	0
100271835	0	0	0	0	0	0	0	0	0	1
100271836	1145	712	622	1099	1075	1070	718	729	889	648
100271840	0	0	0	0	0	0	0	0	0	0
100271846	0	0	0	0	0	0	0	0	32	18
100271849	0	0	1	1	0	0	0	0	1	0
100271874	1	2	1	3	7	3	1	3	11	8
100271927	20	25	41	79	43	35	17	31	20	16
100272146	41	36	26	29	9	14	19	16	43	44
100272147	112	106	92	97	88	97	128	146	210	181
100272148	0	0	0	0	0	0	0	0	4	0
100272216	23	9	11	25	14	19	19	21	12	12
100272217	15	19	16	12	54	31	8	9	28	26
100272228	32	35	16	36	32	17	47	25	20	25
100286793	41	46	25	32	131	127	9	7	60	56
100286844	2	4	5	4	18	19	22	24	25	33
100286906	0	0	0	0	0	0	0	0	0	0
100286914	0	0	0	0	0	0	0	0	0	0
100286925	36	19	9	19	15	24	10	11	72	72
100286932	0	0	0	0	0	0	0	0	0	0
100286938	0	0	0	0	0	0	0	1	0	1
100286939	2	1	1	4	1	1	1	4	0	2
100286948	0	0	0	0	0	0	0	0	0	0
100286979	1360	1092	622	943	2057	1999	1409	1240	1325	1135
100286988	1	0	0	1	0	0	0	1	0	0
100287010	0	0	0	0	0	0	0	0	0	0
100287015	50	35	8	8	71	59	32	38	39	29
100287029	0	0	1	2	7	8	3	4	0	1
100287036	1	2	23	23	0	4	8	4	18	12
100287042	24	21	6	10	62	71	44	39	18	17
100287045	0	0	0	0	0	0	0	0	0	0
100287049	0	0	0	0	0	0	0	0	0	0
100287063	35	43	20	28	68	83	16	17	40	45
100287066	0	0	0	0	0	0	0	0	0	0
100287082	2	5	0	2	0	1	82	117	6	5
100287110	0	0	0	0	0	0	0	0	0	0
100287114	0	0	0	0	0	0	0	0	0	0
100287119	56	27	162	219	2	3	191	151	64	31
100287144	1	0	0	0	1	0	1	2	1	1
100287146	1	4	3	1	1	2	60	94	3	75
100287153	0	0	0	0	0	0	0	1	0	0
100287160	0	0	0	0	0	0	0	0	0	4
100287163	0	0	0	0	0	0	0	0	0	0
100287164	2	0	4	1	0	1	0	1	0	1
100287166	0	3	0	0	4	1	0	3	0	1
100287171	110	87	47	56	58	74	78	93	78	86
100287175	0	0	0	2	2	5	1	1	0	0
100287177	5	6	8	18	75	88	12	21	11	10
100287178	1	0	0	0	0	3	1	3	0	2
100287188	0	0	0	0	0	0	0	0	0	0
100287205	0	0	0	0	0	0	0	1	0	0
100287216	0	0	0	2	4	2	0	0	0	0
100287223	0	0	0	0	0	0	0	4	0	1
100287226	1	0	0	0	0	0	0	0	0	0
100287227	15	13	5	6	21	14	10	15	21	13
100287238	1	1	0	0	0	0	0	0	0	0
100287241	0	0	0	0	0	0	0	0	0	0
100287250	0	0	0	0	0	0	0	0	0	0
100287275	0	0	0	0	0	0	0	0	0	0
100287284	0	0	1	4	0	3	0	0	0	2
100287290	2	6	9	5	30	37	21	18	8	2
100287294	0	0	0	0	0	2	1	2	0	0
100287301	0	0	1	2	0	0	0	0	1	2
100287313	34	33	52	50	23	22	12	11	31	23
100287314	127	147	68	73	98	178	93	69	166	149
100287326	0	0	0	0	1	0	1	0	0	0
100287327	0	0	0	0	0	0	0	0	0	0
100287333	0	0	0	1	0	4	0	2	4	3
100287362	0	0	1	0	1	0	0	0	2	7
100287364	0	0	0	0	0	0	0	0	0	0
100287366	0	0	0	0	0	0	0	0	0	0
100287367	0	0	1	0	3	1	0	1	0	0
100287368	0	0	0	0	0	0	0	0	0	0
100287375	0	2	2	6	1	0	0	0	2	0
100287382	0	0	0	3	0	0	0	0	0	1
100287387	3	4	4	4	10	18	5	2	0	0
100287399	0	1	0	0	6	1	0	0	0	0
100287400	0	0	0	0	0	0	2	0	0	0
100287404	0	0	0	0	0	0	0	0	0	0
100287410	0	0	0	0	0	0	0	0	0	0
100287415	0	0	0	0	1	1	0	1	0	0
100287421	5	5	1	1	13	15	1	0	19	15
100287428	1	4	31	42	28	28	56	40	0	0
100287429	0	0	0	0	0	0	0	0	0	0
100287437	2	3	0	0	5	2	3	3	1	1
100287441	0	0	0	0	0	0	0	0	0	0
100287457	0	0	0	0	0	0	0	0	0	0
100287466	2	0	1	1	1	0	3	2	0	0
100287477	0	0	0	0	0	0	0	0	0	0
100287478	0	0	0	0	0	0	0	0	0	0
100287493	2	0	0	0	0	1	1	1	0	0
100287497	6	6	7	16	6	6	7	3	14	4
100287500	0	0	0	0	0	0	0	0	0	0
100287506	0	0	9	12	6	4	23	23	1	0
100287509	0	0	0	0	0	0	0	0	1	1
100287513	0	0	0	0	0	0	0	0	0	0
100287515	0	0	0	0	0	0	0	0	0	0
100287526	1	0	0	0	0	0	1	0	0	0
100287534	0	0	0	0	0	0	0	0	0	0
100287541	0	1	0	3	0	1	1	1	1	1
100287547	0	0	0	0	1	0	0	0	0	0
100287558	0	0	39	40	23	26	2	0	69	115
100287559	0	2	0	0	5	9	2	1	1	0
100287562	1	0	0	0	1	0	13	33	0	1
100287569	4	3	7	8	6	7	14	10	11	1
100287576	0	0	0	1	0	0	2	2	4	4
100287580	15	47	4	7	5	5	135	177	11	144
100287592	0	0	0	0	0	0	0	0	0	0
100287593	0	0	0	0	0	0	0	0	0	0
100287598	0	1	0	0	0	1	1	0	0	2
100287612	0	0	0	0	0	0	0	0	0	0
100287616	22	32	91	133	38	39	21	15	56	37
100287619	1	1	0	0	0	0	23	41	0	5
100287623	6	4	0	0	0	0	46	55	0	0
100287628	28	23	26	21	49	58	65	34	99	100
100287633	0	0	0	0	0	0	0	0	0	0
100287651	9	2	165	265	0	0	0	1	16	13
100287654	0	1	0	0	0	0	0	0	0	0
100287664	0	0	0	0	0	0	0	0	0	0
100287665	0	0	0	0	0	0	0	0	0	0
100287704	0	0	0	0	0	1	0	0	0	0
100287705	0	0	0	0	0	0	0	0	0	0
100287712	0	0	0	0	0	0	0	0	0	0
100287718	0	0	0	0	0	0	0	0	0	0
100287722	0	0	2	2	0	0	0	0	0	0
100287723	1	1	1	4	0	0	0	1	0	3
100287728	0	0	0	1	1	0	0	0	1	0
100287758	0	0	0	0	0	0	0	2	0	0
100287759	2	4	7	5	7	9	1	2	0	1
100287765	143	129	66	78	61	63	126	118	120	110
100287789	11	8	2	4	5	4	1	0	11	15
100287792	0	0	0	0	0	1	1	0	0	0
100287798	0	0	0	0	0	0	0	0	0	0
100287803	1	2	0	1	7	7	9	20	1	2
100287814	0	0	0	0	0	0	0	0	0	0
100287819	0	0	0	0	0	0	0	0	0	0
100287825	0	0	0	0	0	0	0	0	0	0
100287826	0	0	0	0	0	0	0	0	0	0
100287834	0	0	0	0	0	0	0	0	0	0
100287837	12	5	11	14	23	47	5	9	14	13
100287841	5	5	40	39	0	1	1	0	14	23
100287846	0	1	5	5	0	2	1	1	0	0
100287852	5	3	1	0	4	2	5	3	5	1
100287859	0	0	0	0	0	0	0	0	0	0
100287879	0	0	0	0	0	0	0	1	0	0
100287891	0	0	0	1	0	0	0	0	0	0
100287896	70	49	113	160	37	46	58	43	70	85
100287898	0	0	0	1	0	2	1	0	0	1
100287902	5	7	4	4	4	2	7	8	4	4
100287927	0	0	0	0	0	0	0	0	0	0
100287932	611	513	352	460	709	706	819	726	841	749
100287934	5	2	7	16	5	13	8	8	14	15
100287944	0	0	0	0	0	0	1	1	0	1
100287967	0	0	0	0	0	0	3	1	1	2
100287969	0	0	1	6	0	0	0	0	0	1
100287981	27	27	29	37	139	127	8	8	18	21
100288018	0	0	0	0	0	0	1	2	0	0
100288037	1	0	1	0	1	0	0	0	0	0
100288039	0	1	19	15	0	0	0	1	15	17
100288069	13	4	9	12	27	24	4	9	7	13
100288072	0	0	0	0	0	0	0	0	0	0
100288077	0	0	2	0	1	5	1	1	0	0
100288079	0	0	0	0	0	0	0	0	0	0
100288092	8	11	42	52	116	93	41	39	57	50
100288102	14	5	12	13	13	8	6	8	12	15
100288119	0	0	0	0	0	0	0	0	0	0
100288122	0	0	0	0	0	0	0	0	0	0
100288123	1	0	1	0	0	0	1	1	2	2
100288130	0	0	0	0	0	0	0	0	0	0
100288142	575	305	257	415	485	534	352	271	755	597
100288144	1	0	9	30	0	0	1	0	0	0
100288152	117	70	396	554	6	11	41	35	237	225
100288160	0	0	4	6	0	0	1	0	0	0
100288162	0	1	0	1	0	0	2	0	0	1
100288181	11	6	9	16	15	7	43	37	25	20
100288198	51	64	6	23	47	57	10	17	18	31
100288207	0	0	0	0	0	0	0	0	0	0
100288208	0	0	0	0	0	0	0	0	0	0
100288254	0	0	1	0	1	2	0	0	1	0
100288255	0	0	0	0	0	0	0	0	0	0
100288271	4	2	4	4	1	6	0	1	6	9
100288273	0	0	0	0	0	0	0	0	0	0
100288287	0	0	0	0	1	0	0	0	0	0
100288301	1	2	1	1	5	2	4	11	2	0
100288310	1	0	0	0	0	0	0	0	0	0
100288312	2	17	2	3	0	1	112	200	2	98
100288323	1	0	0	0	0	0	0	0	0	1
100288332	36	23	29	56	27	22	35	31	39	40
100288336	3	5	6	16	4	1	2	1	10	10
100288346	0	0	0	0	0	0	0	0	0	0
100288366	10	9	5	4	16	9	123	207	8	124
100288367	2	0	0	0	10	14	1	2	2	0
100288368	0	0	0	0	0	0	0	0	0	0
100288380	0	1	20	9	2	2	12	5	18	13
100288413	511	388	12	83	21	21	9	17	40	46
100288415	0	0	0	0	0	0	0	0	0	0
100288428	7	10	3	7	30	31	21	23	13	10
100288432	2	1	2	1	1	0	2	1	0	0
100288449	0	0	0	0	0	0	0	0	0	0
100288450	0	0	0	0	0	0	0	0	0	0
100288465	0	0	0	0	0	0	0	0	0	0
100288470	0	0	0	0	0	0	0	0	0	1
100288485	196	106	93	160	28	22	186	173	112	130
100288486	1	0	6	7	10	16	15	10	6	2
100288500	0	0	0	0	0	0	0	0	0	0
100288520	0	0	0	0	0	0	0	0	0	0
100288527	0	0	0	0	0	0	0	0	0	0
100288549	0	0	0	0	0	0	0	0	0	0
100288553	0	0	0	1	1	0	0	0	0	1
100288560	329	295	126	187	272	307	142	131	247	238
100288562	0	0	0	0	0	0	0	0	0	0
100288568	0	0	0	0	22	11	0	0	0	0
100288570	0	1	2	3	0	1	1	0	1	0
100288594	3	7	4	10	5	5	3	4	13	10
100288601	0	1	1	3	0	0	0	0	1	1
100288619	0	0	1	0	0	1	0	1	0	0
100288637	126	62	110	118	108	107	113	73	127	113
100288641	0	0	0	0	0	0	1	0	0	0
100288646	0	1	0	0	0	0	0	0	0	0
100288676	0	0	2	1	0	0	2	3	0	0
100288692	0	1	0	0	0	0	0	0	1	0
100288695	13	9	10	4	22	20	14	12	15	11
100288711	0	0	0	0	0	0	0	0	0	0
100288728	0	0	0	0	0	0	0	0	0	0
100288730	12	6	13	14	34	23	10	7	10	3
100288748	42	24	0	8	0	0	1	0	6	7
100288764	0	0	0	0	0	0	0	0	0	0
100288778	451	342	323	444	725	705	385	390	531	521
100288781	1	3	0	0	2	0	7	15	0	3
100288797	1	0	0	0	4	6	0	0	0	0
100288798	2	7	4	7	10	3	2	5	10	7
100288801	0	0	0	0	0	1	3	1	1	0
100288802	0	1	0	0	0	0	0	0	0	0
100288805	0	0	0	0	0	0	0	0	0	0
100288807	0	1	0	0	1	1	1	0	1	3
100288814	0	0	0	0	0	0	0	0	1	0
100288822	0	2	2	2	8	1	13	12	3	6
100288842	58	44	28	44	16	18	39	26	40	50
100288866	0	0	1	0	0	0	0	0	0	0
100288902	0	0	0	0	0	0	0	0	0	0
100288911	21	11	20	35	60	68	93	100	45	48
100288960	0	0	0	1	0	3	0	0	0	0
100288963	0	0	0	5	0	0	0	3	0	1
100288966	0	0	0	0	0	0	0	0	0	0
100288974	3	0	1	5	4	4	1	0	0	0
100288997	2	1	1	1	3	7	1	1	4	2
100289006	0	0	0	0	0	0	1	0	0	0
100289017	0	0	0	0	0	0	0	0	0	0
100289019	47	38	33	78	9	9	70	63	16	22
100289026	0	0	0	0	0	0	0	0	0	0
100289065	0	0	0	0	0	0	0	0	0	0
100289079	0	0	0	0	0	0	0	0	0	0
100289085	0	0	0	0	0	0	0	0	0	0
100289087	0	0	0	0	0	0	0	0	0	0
100289090	0	0	0	0	0	0	0	0	0	0
100289092	34	36	18	16	63	49	36	35	61	50
100289096	0	0	1	2	0	0	0	0	0	0
100289097	0	0	0	0	0	0	0	0	0	0
100289098	13	15	10	18	16	19	37	27	34	50
100289104	0	0	1	1	1	4	12	11	2	12
100289105	1	2	0	6	3	1	0	0	5	4
100289124	2	2	4	3	6	5	5	0	9	5
100289130	1	3	0	0	3	4	3	22	2	11
100289134	0	0	0	0	0	0	0	0	0	0
100289137	29	15	12	13	2	0	21	18	9	13
100289143	0	1	0	0	0	1	0	0	0	1
100289150	0	0	0	0	0	0	0	0	0	0
100289151	0	0	0	0	0	3	0	0	2	2
100289153	0	0	0	0	1	0	0	0	0	0
100289178	2	0	5	2	1	2	0	4	4	3
100289188	0	0	0	0	0	0	0	0	0	0
100289196	1	1	0	0	1	3	1	1	4	2
100289200	0	0	0	0	0	0	0	0	0	0
100289201	38	38	18	43	8	10	22	26	27	23
100289211	2	2	0	1	3	3	1	2	437	557
100289222	11	2	7	10	21	17	14	10	17	4
100289230	25	24	39	62	47	43	28	30	31	25
100289251	2	1	2	0	1	0	2	3	0	0
100289255	0	0	0	0	0	0	0	0	0	0
100289265	0	0	0	0	0	0	0	0	0	0
100289269	12	12	13	11	0	12	29	34	41	32
100289274	47	37	10	17	86	96	12	18	48	40
100289282	0	0	0	0	0	1	0	0	0	0
100289289	0	3	0	1	1	1	0	0	1	1
100289290	0	0	0	0	0	0	0	0	0	0
100289296	0	0	0	0	0	0	0	0	0	0
100289299	0	0	0	0	0	0	0	0	0	0
100289308	0	0	0	0	0	0	0	0	0	0
100289313	0	0	1	0	12	9	0	0	1	0
100289333	13	11	8	4	4	9	0	1	239	215
100289338	1	0	1	1	0	0	1	0	0	1
100289341	27	16	9	13	44	53	16	10	13	12
100289361	18	26	3	5	63	58	22	10	19	29
100289373	38	29	6	12	27	31	22	28	33	22
100289375	1	1	0	1	1	1	0	1	0	4
100289379	8	6	2	6	2	1	6	3	3	2
100289383	0	0	0	0	0	0	0	0	0	0
100289388	7	5	15	12	3	3	3	3	3	6
100289396	2	1	0	1	3	4	9	5	108	121
100289410	0	0	0	0	0	0	0	0	1	3
100289424	4	4	12	26	1	0	0	0	0	0
100289455	11	12	4	7	82	96	1	3	17	24
100289462	5	0	31	169	0	0	0	0	0	0
100289488	18	21	4	23	1	3	42	27	5	7
100289495	5	3	9	14	7	8	4	8	13	14
100289509	0	2	3	1	6	2	3	1	10	3
100289511	0	3	3	6	23	13	7	7	8	11
100289528	0	0	0	0	0	0	1	1	0	0
100289548	5	0	0	5	2	1	5	3	2	0
100289549	0	0	0	0	0	0	0	0	0	0
100289580	0	0	1	1	0	1	2	0	1	1
100289627	2	3	0	0	0	0	18	29	1	30
100289635	384	354	268	421	301	373	492	446	565	543
100289637	0	0	5	5	0	0	10	7	6	4
100289656	4	4	0	2	6	5	5	6	8	11
100289673	0	0	0	0	0	0	0	0	0	0
100290566	112	93	79	97	231	229	108	129	80	66
100291105	0	0	0	0	0	1	3	0	0	1
100292290	0	0	0	0	1	0	0	0	0	0
100292409	2	6	1	2	6	11	15	13	0	11
100292680	1	0	11	18	1597	1903	8	15	14	15
100293160	120	89	88	127	71	81	111	85	162	166
100293516	540	349	101	185	138	160	484	367	721	639
100293612	0	0	0	0	0	0	0	0	0	0
100293704	16	7	7	14	28	25	21	23	12	9
100293962	12	10	18	16	7	4	8	3	17	18
100294005	4	6	5	2	2	3	4	4	9	5
100294145	345	286	286	354	386	377	307	292	466	432
100294360	0	0	1	0	1	0	2	0	1	0
100294362	2	0	1	1	3	1	7	5	2	3
100294406	0	0	0	0	0	0	0	0	0	0
100294720	0	0	0	0	0	0	0	0	0	0
100302090	0	0	4	3	2	6	3	2	0	1
100302111	14	15	11	7	1	3	17	9	30	19
100302112	0	0	0	0	0	0	1	0	0	0
100302113	0	0	0	0	0	0	0	0	0	0
100302114	0	0	0	0	0	0	0	0	0	0
100302115	0	0	0	0	0	0	0	0	0	0
100302116	0	0	0	0	0	0	0	0	0	0
100302117	0	0	0	0	0	0	0	0	0	0
100302118	0	0	0	0	0	0	0	0	0	0
100302119	0	0	0	0	1	0	0	0	0	0
100302121	0	0	0	0	0	0	0	0	0	0
100302122	1	0	0	0	0	0	0	0	0	0
100302123	0	0	0	0	0	0	0	0	0	0
100302124	1	0	0	0	0	0	0	0	0	0
100302125	1	1	1	0	6	5	0	0	7	2
100302126	0	0	0	0	0	0	0	0	0	0
100302127	0	0	0	0	0	0	0	0	0	0
100302128	0	0	0	0	1	0	0	1	0	0
100302129	0	0	1	0	2	1	3	0	2	0
100302130	0	0	0	0	0	0	0	0	0	0
100302131	0	0	0	0	0	0	0	0	0	0
100302132	0	0	0	0	0	0	0	0	0	0
100302133	0	0	0	0	0	0	0	0	0	0
100302134	0	0	0	0	0	0	0	0	0	0
100302135	0	0	0	0	0	0	0	0	0	0
100302136	0	0	0	0	0	0	0	0	0	0
100302137	1	0	0	1	1	2	1	0	0	0
100302138	8	3	0	1	1	7	3	4	9	7
100302139	1	0	0	0	0	0	0	0	0	1
100302140	0	0	0	0	0	0	0	0	0	0
100302141	0	0	0	1	0	0	0	0	1	0
100302142	0	0	0	0	0	0	0	0	0	0
100302144	0	0	0	0	0	0	0	0	0	0
100302145	0	0	4	1	0	0	0	0	0	0
100302146	0	0	0	0	0	0	0	0	0	0
100302147	0	0	0	0	0	0	0	0	0	0
100302148	0	0	0	0	0	0	0	0	0	0
100302149	2	2	0	0	1	3	0	1	0	0
100302150	2	0	0	3	1	0	1	0	0	0
